ano,mes,data,regiao,uf,cidade,tipo_acidente,periodo_dia,acidentes,feridos,mortes,chuva_mm,visibilidade,veiculos_envolvidos,nivel_gravidade
2019,12,2019-12-01,Sul,PR,Curitiba,Atropelamento,Tarde,16,13,0,0.0,Boa,22,Moderado
2019,12,2019-12-01,Sul,PR,Londrina,Capotamento,Madrugada,20,11,1,50.3,Boa,29,Grave
2019,12,2019-12-01,Sul,SC,Florian?polis,Atropelamento,Madrugada,22,12,1,35.7,Boa,39,Grave
2019,12,2019-12-01,Sul,SC,Joinville,Colis?o,Noite,31,21,1,92.5,Ruim,46,Cr?tico
2019,12,2019-12-01,Sul,RS,Porto Alegre,Sa?da de pista,Tarde,22,10,1,25.5,Muito ruim,34,Cr?tico
2019,12,2019-12-01,Sul,RS,Caxias do Sul,Atropelamento,Noite,17,10,2,48.5,Moderada,24,Cr?tico
2020,1,2020-01-01,Norte,AM,Manaus,Colis?o,Tarde,22,10,0,26.1,Muito ruim,34,Moderado
2020,1,2020-01-01,Norte,PA,Bel?m,Sa?da de pista,Madrugada,26,20,1,70.5,Ruim,47,Cr?tico
2020,1,2020-01-01,Norte,PA,Santar?m,Capotamento,Madrugada,21,11,1,35.4,Boa,38,Grave
2020,1,2020-01-01,Norte,RO,Porto Velho,Colis?o,Manh?,21,13,1,75.2,Moderada,42,Cr?tico
2020,1,2020-01-01,Norte,TO,Palmas,Colis?o,Noite,29,13,0,84.4,Ruim,60,Moderado
2020,1,2020-01-01,Nordeste,BA,Salvador,Sa?da de pista,Noite,26,15,1,0.0,Moderada,41,Cr?tico
2020,1,2020-01-01,Nordeste,BA,Feira de Santana,Atropelamento,Madrugada,22,17,2,52.9,Moderada,42,Cr?tico
2020,1,2020-01-01,Nordeste,PE,Recife,Sa?da de pista,Manh?,16,9,0,15.5,Boa,31,Leve
2020,1,2020-01-01,Nordeste,PE,Jaboat?o dos Guararapes,Capotamento,Noite,27,16,0,22.7,Boa,42,Moderado
2020,1,2020-01-01,Nordeste,CE,Fortaleza,Sa?da de pista,Madrugada,15,9,0,0.0,Moderada,24,Leve
2020,1,2020-01-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Madrugada,17,9,0,0.0,Boa,23,Leve
2020,1,2020-01-01,Nordeste,MA,S?o Lu?s,Colis?o,Manh?,24,10,0,22.1,Moderada,49,Moderado
2020,1,2020-01-01,Nordeste,PB,Jo?o Pessoa,Atropelamento,Madrugada,17,16,2,17.2,Muito ruim,31,Cr?tico
2020,1,2020-01-01,Centro-Oeste,DF,Bras?lia,Sa?da de pista,Tarde,7,6,0,1.3,Boa,13,Leve
2020,1,2020-01-01,Centro-Oeste,GO,Goi?nia,Colis?o,Manh?,24,16,0,0.0,Moderada,41,Moderado
2020,1,2020-01-01,Centro-Oeste,GO,Aparecida de Goi?nia,Atropelamento,Noite,19,13,1,51.4,Moderada,39,Grave
2020,1,2020-01-01,Centro-Oeste,MT,Cuiab?,Colis?o,Madrugada,15,11,1,11.8,Moderada,31,Grave
2020,1,2020-01-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Tarde,12,11,1,17.0,Muito ruim,23,Grave
2020,1,2020-01-01,Sudeste,SP,S?o Paulo,Capotamento,Noite,34,26,1,16.5,Moderada,71,Cr?tico
2020,1,2020-01-01,Sudeste,SP,Campinas,Colis?o,Noite,51,41,1,65.6,Muito ruim,100,Cr?tico
2020,1,2020-01-01,Sudeste,SP,Ribeir?o Preto,Colis?o,Noite,55,38,3,57.2,Muito ruim,95,Cr?tico
2020,1,2020-01-01,Sudeste,RJ,Rio de Janeiro,Colis?o,Tarde,34,22,0,7.7,Moderada,71,Grave
2020,1,2020-01-01,Sudeste,RJ,Niter?i,Sa?da de pista,Tarde,26,17,1,13.4,Ruim,41,Cr?tico
2020,1,2020-01-01,Sudeste,RJ,Nova Igua?u,Sa?da de pista,Noite,39,33,0,25.5,Ruim,76,Cr?tico
2020,1,2020-01-01,Sudeste,RJ,Petr?polis,Sa?da de pista,Manh?,28,22,0,22.7,Moderada,40,Grave
2020,1,2020-01-01,Sudeste,MG,Belo Horizonte,Capotamento,Noite,24,14,0,16.6,Moderada,37,Moderado
2020,1,2020-01-01,Sudeste,MG,Uberl?ndia,Colis?o,Manh?,27,23,0,4.5,Boa,54,Grave
2020,1,2020-01-01,Sudeste,MG,Juiz de Fora,Capotamento,Noite,24,18,1,0.0,Moderada,47,Cr?tico
2020,1,2020-01-01,Sudeste,ES,Vit?ria,Capotamento,Noite,22,17,0,0.0,Boa,41,Moderado
2020,1,2020-01-01,Sudeste,ES,Vila Velha,Capotamento,Tarde,18,14,1,0.0,Ruim,26,Grave
2020,1,2020-01-01,Sudeste,ES,Serra,Atropelamento,Noite,31,16,2,32.9,Ruim,63,Cr?tico
2020,1,2020-01-01,Sul,PR,Curitiba,Colis?o,Noite,30,16,1,36.8,Boa,64,Cr?tico
2020,1,2020-01-01,Sul,PR,Londrina,Capotamento,Noite,26,13,2,66.6,Ruim,40,Cr?tico
2020,1,2020-01-01,Sul,SC,Florian?polis,Capotamento,Noite,24,12,0,45.2,Boa,51,Moderado
2020,1,2020-01-01,Sul,SC,Joinville,Atropelamento,Madrugada,20,12,2,14.1,Muito ruim,42,Cr?tico
2020,1,2020-01-01,Sul,RS,Porto Alegre,Atropelamento,Noite,25,16,3,52.5,Ruim,43,Cr?tico
2020,1,2020-01-01,Sul,RS,Caxias do Sul,Colis?o,Manh?,22,16,0,0.0,Boa,35,Moderado
2020,2,2020-02-01,Norte,AM,Manaus,Colis?o,Noite,26,22,1,53.2,Moderada,45,Cr?tico
2020,2,2020-02-01,Norte,PA,Bel?m,Sa?da de pista,Manh?,20,15,1,86.3,Ruim,35,Cr?tico
2020,2,2020-02-01,Norte,PA,Santar?m,Capotamento,Noite,23,18,1,94.8,Moderada,38,Cr?tico
2020,2,2020-02-01,Norte,RO,Porto Velho,Colis?o,Manh?,18,11,0,0.0,Muito ruim,34,Moderado
2020,2,2020-02-01,Norte,TO,Palmas,Atropelamento,Manh?,12,8,0,25.6,Muito ruim,22,Leve
2020,2,2020-02-01,Nordeste,BA,Salvador,Colis?o,Noite,29,24,0,3.4,Muito ruim,41,Grave
2020,2,2020-02-01,Nordeste,BA,Feira de Santana,Atropelamento,Manh?,13,10,1,0.0,Boa,25,Grave
2020,2,2020-02-01,Nordeste,PE,Recife,Colis?o,Noite,22,11,0,25.3,Muito ruim,40,Moderado
2020,2,2020-02-01,Nordeste,PE,Jaboat?o dos Guararapes,Colis?o,Manh?,22,15,0,38.0,Ruim,35,Moderado
2020,2,2020-02-01,Nordeste,CE,Fortaleza,Atropelamento,Tarde,24,22,1,51.6,Boa,38,Cr?tico
2020,2,2020-02-01,Nordeste,CE,Juazeiro do Norte,Sa?da de pista,Tarde,19,11,1,33.6,Muito ruim,37,Cr?tico
2020,2,2020-02-01,Nordeste,MA,S?o Lu?s,Colis?o,Noite,24,19,0,46.9,Ruim,33,Moderado
2020,2,2020-02-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Tarde,19,11,0,25.8,Boa,28,Leve
2020,2,2020-02-01,Centro-Oeste,DF,Bras?lia,Sa?da de pista,Noite,21,12,0,49.0,Boa,32,Moderado
2020,2,2020-02-01,Centro-Oeste,GO,Goi?nia,Colis?o,Tarde,22,16,0,39.2,Moderada,47,Moderado
2020,2,2020-02-01,Centro-Oeste,GO,Aparecida de Goi?nia,Colis?o,Noite,21,9,1,0.0,Moderada,42,Grave
2020,2,2020-02-01,Centro-Oeste,MT,Cuiab?,Colis?o,Manh?,16,12,1,59.0,Muito ruim,24,Cr?tico
2020,2,2020-02-01,Centro-Oeste,MS,Campo Grande,Colis?o,Madrugada,29,17,1,66.7,Muito ruim,62,Cr?tico
2020,2,2020-02-01,Sudeste,SP,S?o Paulo,Colis?o,Tarde,36,17,1,33.1,Ruim,66,Cr?tico
2020,2,2020-02-01,Sudeste,SP,Campinas,Atropelamento,Madrugada,40,28,0,30.7,Moderada,69,Cr?tico
2020,2,2020-02-01,Sudeste,SP,Ribeir?o Preto,Capotamento,Tarde,28,21,0,18.1,Ruim,53,Grave
2020,2,2020-02-01,Sudeste,RJ,Rio de Janeiro,Colis?o,Manh?,34,22,2,42.0,Muito ruim,73,Cr?tico
2020,2,2020-02-01,Sudeste,RJ,Niter?i,Colis?o,Tarde,40,19,1,31.5,Moderada,86,Cr?tico
2020,2,2020-02-01,Sudeste,RJ,Nova Igua?u,Capotamento,Noite,36,19,2,80.5,Ruim,57,Cr?tico
2020,2,2020-02-01,Sudeste,RJ,Petr?polis,Colis?o,Tarde,31,18,1,24.7,Moderada,53,Cr?tico
2020,2,2020-02-01,Sudeste,MG,Belo Horizonte,Colis?o,Madrugada,22,18,1,0.0,Moderada,36,Cr?tico
2020,2,2020-02-01,Sudeste,MG,Uberl?ndia,Colis?o,Manh?,31,22,1,43.6,Moderada,43,Cr?tico
2020,2,2020-02-01,Sudeste,MG,Juiz de Fora,Colis?o,Manh?,33,24,1,18.3,Boa,59,Cr?tico
2020,2,2020-02-01,Sudeste,ES,Vit?ria,Colis?o,Manh?,28,19,1,29.0,Moderada,42,Cr?tico
2020,2,2020-02-01,Sudeste,ES,Vila Velha,Atropelamento,Manh?,18,14,1,53.5,Ruim,31,Grave
2020,2,2020-02-01,Sudeste,ES,Serra,Atropelamento,Manh?,21,19,1,11.0,Ruim,29,Cr?tico
2020,2,2020-02-01,Sul,PR,Curitiba,Colis?o,Tarde,18,8,0,35.7,Ruim,33,Leve
2020,2,2020-02-01,Sul,PR,Londrina,Colis?o,Madrugada,19,11,2,0.0,Muito ruim,29,Cr?tico
2020,2,2020-02-01,Sul,SC,Florian?polis,Sa?da de pista,Madrugada,19,13,0,8.8,Boa,36,Moderado
2020,2,2020-02-01,Sul,SC,Joinville,Atropelamento,Noite,20,19,1,14.1,Boa,27,Cr?tico
2020,2,2020-02-01,Sul,RS,Porto Alegre,Sa?da de pista,Noite,18,13,1,64.0,Ruim,35,Grave
2020,2,2020-02-01,Sul,RS,Caxias do Sul,Capotamento,Manh?,14,12,0,43.1,Moderada,22,Leve
2020,3,2020-03-01,Norte,AM,Manaus,Sa?da de pista,Tarde,13,10,0,24.4,Boa,20,Leve
2020,3,2020-03-01,Norte,PA,Bel?m,Atropelamento,Noite,20,12,1,54.2,Moderada,38,Grave
2020,3,2020-03-01,Norte,PA,Santar?m,Sa?da de pista,Noite,16,11,0,23.6,Ruim,31,Leve
2020,3,2020-03-01,Norte,RO,Porto Velho,Atropelamento,Noite,19,15,1,58.1,Ruim,39,Cr?tico
2020,3,2020-03-01,Norte,TO,Palmas,Colis?o,Tarde,21,14,1,45.1,Ruim,36,Cr?tico
2020,3,2020-03-01,Nordeste,BA,Salvador,Colis?o,Tarde,25,18,0,45.3,Boa,38,Moderado
2020,3,2020-03-01,Nordeste,BA,Feira de Santana,Colis?o,Noite,32,16,0,54.3,Ruim,56,Moderado
2020,3,2020-03-01,Nordeste,PE,Recife,Colis?o,Noite,20,16,1,0.0,Moderada,41,Cr?tico
2020,3,2020-03-01,Nordeste,PE,Jaboat?o dos Guararapes,Atropelamento,Tarde,21,18,1,38.1,Boa,43,Cr?tico
2020,3,2020-03-01,Nordeste,CE,Fortaleza,Colis?o,Tarde,20,13,0,1.6,Ruim,32,Moderado
2020,3,2020-03-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Madrugada,17,13,1,17.3,Boa,31,Grave
2020,3,2020-03-01,Nordeste,MA,S?o Lu?s,Atropelamento,Tarde,18,15,1,21.4,Ruim,33,Cr?tico
2020,3,2020-03-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Manh?,20,15,1,9.3,Boa,31,Cr?tico
2020,3,2020-03-01,Centro-Oeste,DF,Bras?lia,Capotamento,Madrugada,19,10,0,41.1,Moderada,36,Leve
2020,3,2020-03-01,Centro-Oeste,GO,Goi?nia,Sa?da de pista,Noite,15,7,1,13.3,Moderada,28,Grave
2020,3,2020-03-01,Centro-Oeste,GO,Aparecida de Goi?nia,Atropelamento,Manh?,14,11,1,15.8,Moderada,23,Grave
2020,3,2020-03-01,Centro-Oeste,MT,Cuiab?,Colis?o,Noite,25,17,0,22.4,Muito ruim,43,Grave
2020,3,2020-03-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Tarde,13,11,1,0.0,Moderada,26,Grave
2020,3,2020-03-01,Sudeste,SP,S?o Paulo,Colis?o,Manh?,41,26,0,66.9,Ruim,81,Grave
2020,3,2020-03-01,Sudeste,SP,Campinas,Atropelamento,Tarde,29,23,2,60.9,Ruim,41,Cr?tico
2020,3,2020-03-01,Sudeste,SP,Ribeir?o Preto,Capotamento,Noite,32,26,1,51.4,Boa,65,Cr?tico
2020,3,2020-03-01,Sudeste,RJ,Rio de Janeiro,Sa?da de pista,Noite,32,15,0,21.4,Moderada,53,Moderado
2020,3,2020-03-01,Sudeste,RJ,Niter?i,Atropelamento,Manh?,26,18,1,38.9,Moderada,55,Cr?tico
2020,3,2020-03-01,Sudeste,RJ,Nova Igua?u,Colis?o,Noite,41,21,2,64.5,Ruim,66,Cr?tico
2020,3,2020-03-01,Sudeste,RJ,Petr?polis,Sa?da de pista,Noite,26,12,1,3.9,Moderada,56,Cr?tico
2020,3,2020-03-01,Sudeste,MG,Belo Horizonte,Sa?da de pista,Noite,30,20,0,38.8,Muito ruim,64,Grave
2020,3,2020-03-01,Sudeste,MG,Uberl?ndia,Atropelamento,Noite,30,23,1,60.5,Boa,61,Cr?tico
2020,3,2020-03-01,Sudeste,MG,Juiz de Fora,Capotamento,Madrugada,20,11,1,28.4,Ruim,29,Grave
2020,3,2020-03-01,Sudeste,ES,Vit?ria,Colis?o,Noite,35,17,2,62.5,Moderada,63,Cr?tico
2020,3,2020-03-01,Sudeste,ES,Vila Velha,Colis?o,Manh?,26,19,0,20.1,Ruim,56,Moderado
2020,3,2020-03-01,Sudeste,ES,Serra,Colis?o,Tarde,28,24,1,65.4,Moderada,51,Cr?tico
2020,3,2020-03-01,Sul,PR,Curitiba,Colis?o,Tarde,27,16,1,42.4,Moderada,39,Cr?tico
2020,3,2020-03-01,Sul,PR,Londrina,Colis?o,Tarde,21,17,1,74.8,Ruim,29,Cr?tico
2020,3,2020-03-01,Sul,SC,Florian?polis,Colis?o,Tarde,16,13,0,11.5,Moderada,23,Moderado
2020,3,2020-03-01,Sul,SC,Joinville,Colis?o,Noite,25,20,0,31.3,Moderada,40,Moderado
2020,3,2020-03-01,Sul,RS,Porto Alegre,Sa?da de pista,Noite,15,11,1,15.3,Boa,24,Grave
2020,3,2020-03-01,Sul,RS,Caxias do Sul,Sa?da de pista,Madrugada,20,11,1,57.1,Moderada,35,Grave
2020,4,2020-04-01,Norte,AM,Manaus,Atropelamento,Noite,15,9,1,38.6,Moderada,27,Grave
2020,4,2020-04-01,Norte,PA,Bel?m,Sa?da de pista,Madrugada,20,11,1,40.6,Ruim,35,Grave
2020,4,2020-04-01,Norte,PA,Santar?m,Atropelamento,Tarde,16,13,1,49.8,Boa,22,Grave
2020,4,2020-04-01,Norte,RO,Porto Velho,Colis?o,Tarde,15,11,0,0.0,Moderada,24,Leve
2020,4,2020-04-01,Norte,TO,Palmas,Atropelamento,Tarde,17,17,0,26.5,Moderada,34,Moderado
2020,4,2020-04-01,Nordeste,BA,Salvador,Atropelamento,Tarde,17,10,1,3.3,Ruim,36,Grave
2020,4,2020-04-01,Nordeste,BA,Feira de Santana,Colis?o,Tarde,19,11,0,23.6,Boa,26,Leve
2020,4,2020-04-01,Nordeste,PE,Recife,Sa?da de pista,Madrugada,18,14,0,0,Moderada,26,Moderado
2020,4,2020-04-01,Nordeste,PE,Jaboat?o dos Guararapes,Sa?da de pista,Manh?,14,7,0,44.9,Moderada,30,Leve
2020,4,2020-04-01,Nordeste,CE,Fortaleza,Capotamento,Noite,18,8,1,29.5,Moderada,29,Grave
2020,4,2020-04-01,Nordeste,CE,Juazeiro do Norte,Colis?o,Tarde,23,12,0,38.2,Moderada,45,Moderado
2020,4,2020-04-01,Nordeste,MA,S?o Lu?s,Atropelamento,Tarde,17,13,1,10.2,Ruim,26,Grave
2020,4,2020-04-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Madrugada,20,12,1,10.5,Moderada,43,Grave
2020,4,2020-04-01,Centro-Oeste,DF,Bras?lia,Atropelamento,Noite,12,10,0,64.7,Muito ruim,22,Moderado
2020,4,2020-04-01,Centro-Oeste,GO,Goi?nia,Colis?o,Manh?,14,10,0,13.8,Boa,24,Leve
2020,4,2020-04-01,Centro-Oeste,GO,Aparecida de Goi?nia,Capotamento,Noite,20,12,0,74.7,Moderada,33,Moderado
2020,4,2020-04-01,Centro-Oeste,MT,Cuiab?,Colis?o,Tarde,23,17,1,28.9,Moderada,36,Cr?tico
2020,4,2020-04-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Manh?,20,12,1,0,Ruim,28,Grave
2020,4,2020-04-01,Sudeste,SP,S?o Paulo,Colis?o,Noite,37,28,1,1.9,Moderada,52,Cr?tico
2020,4,2020-04-01,Sudeste,SP,Campinas,Colis?o,Manh?,31,19,0,0.0,Boa,46,Grave
2020,4,2020-04-01,Sudeste,SP,Ribeir?o Preto,Sa?da de pista,Madrugada,30,16,2,22.1,Ruim,59,Cr?tico
2020,4,2020-04-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Manh?,32,27,0,50.3,Moderada,58,Grave
2020,4,2020-04-01,Sudeste,RJ,Niter?i,Colis?o,Madrugada,39,31,2,70.2,Ruim,75,Cr?tico
2020,4,2020-04-01,Sudeste,RJ,Nova Igua?u,Colis?o,Noite,41,28,2,17.5,Boa,82,Cr?tico
2020,4,2020-04-01,Sudeste,RJ,Petr?polis,Capotamento,Tarde,27,20,1,83.0,Moderada,42,Cr?tico
2020,4,2020-04-01,Sudeste,MG,Belo Horizonte,Atropelamento,Noite,35,21,3,84.5,Moderada,48,Cr?tico
2020,4,2020-04-01,Sudeste,MG,Uberl?ndia,Colis?o,Tarde,29,14,0,22.7,Muito ruim,47,Grave
2020,4,2020-04-01,Sudeste,MG,Juiz de Fora,Sa?da de pista,Madrugada,36,15,3,75.2,Muito ruim,61,Cr?tico
2020,4,2020-04-01,Sudeste,ES,Vit?ria,Sa?da de pista,Manh?,23,16,1,9.5,Boa,49,Cr?tico
2020,4,2020-04-01,Sudeste,ES,Vila Velha,Sa?da de pista,Madrugada,32,15,0,98.5,Boa,47,Moderado
2020,4,2020-04-01,Sudeste,ES,Serra,Capotamento,Madrugada,29,19,2,89.8,Muito ruim,41,Cr?tico
2020,4,2020-04-01,Sul,PR,Curitiba,Sa?da de pista,Noite,29,15,1,26.4,Boa,55,Cr?tico
2020,4,2020-04-01,Sul,PR,Londrina,Capotamento,Manh?,10,5,0,5.1,Muito ruim,17,Leve
2020,4,2020-04-01,Sul,SC,Florian?polis,Colis?o,Noite,25,12,0,23.7,Boa,54,Moderado
2020,4,2020-04-01,Sul,SC,Joinville,Colis?o,Noite,25,12,0,0,Moderada,48,Moderado
2020,4,2020-04-01,Sul,RS,Porto Alegre,Atropelamento,Tarde,18,14,1,2.2,Moderada,38,Grave
2020,4,2020-04-01,Sul,RS,Caxias do Sul,Atropelamento,Noite,17,9,2,5.9,Ruim,36,Cr?tico
2020,5,2020-05-01,Norte,AM,Manaus,Colis?o,Madrugada,21,10,1,51.5,Boa,38,Grave
2020,5,2020-05-01,Norte,PA,Bel?m,Colis?o,Manh?,14,11,0,29.1,Moderada,27,Leve
2020,5,2020-05-01,Norte,PA,Santar?m,Sa?da de pista,Tarde,9,4,0,43.4,Muito ruim,18,Leve
2020,5,2020-05-01,Norte,RO,Porto Velho,Colis?o,Noite,26,18,0,51.0,Moderada,55,Moderado
2020,5,2020-05-01,Norte,TO,Palmas,Colis?o,Manh?,14,11,0,38.8,Muito ruim,22,Moderado
2020,5,2020-05-01,Nordeste,BA,Salvador,Sa?da de pista,Tarde,17,13,0,45.8,Ruim,28,Moderado
2020,5,2020-05-01,Nordeste,BA,Feira de Santana,Atropelamento,Manh?,17,16,1,13.5,Moderada,35,Cr?tico
2020,5,2020-05-01,Nordeste,PE,Recife,Colis?o,Noite,28,18,0,27.0,Moderada,40,Moderado
2020,5,2020-05-01,Nordeste,PE,Jaboat?o dos Guararapes,Atropelamento,Manh?,13,12,1,37.1,Ruim,20,Grave
2020,5,2020-05-01,Nordeste,CE,Fortaleza,Colis?o,Tarde,20,15,1,38.7,Muito ruim,33,Cr?tico
2020,5,2020-05-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Manh?,17,13,0,0,Boa,30,Moderado
2020,5,2020-05-01,Nordeste,MA,S?o Lu?s,Colis?o,Madrugada,21,18,0,37.6,Boa,33,Moderado
2020,5,2020-05-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Tarde,23,15,1,29.6,Boa,35,Cr?tico
2020,5,2020-05-01,Centro-Oeste,DF,Bras?lia,Atropelamento,Noite,18,10,0,6.5,Muito ruim,27,Moderado
2020,5,2020-05-01,Centro-Oeste,GO,Goi?nia,Colis?o,Manh?,15,10,0,63.5,Muito ruim,22,Moderado
2020,5,2020-05-01,Centro-Oeste,GO,Aparecida de Goi?nia,Sa?da de pista,Noite,21,10,1,50.6,Moderada,39,Grave
2020,5,2020-05-01,Centro-Oeste,MT,Cuiab?,Colis?o,Madrugada,18,12,0,21.0,Moderada,30,Moderado
2020,5,2020-05-01,Centro-Oeste,MS,Campo Grande,Colis?o,Tarde,21,17,0,14.2,Boa,39,Moderado
2020,5,2020-05-01,Sudeste,SP,S?o Paulo,Atropelamento,Tarde,28,24,1,6.7,Moderada,42,Cr?tico
2020,5,2020-05-01,Sudeste,SP,Campinas,Colis?o,Tarde,26,16,0,0.0,Boa,45,Moderado
2020,5,2020-05-01,Sudeste,SP,Ribeir?o Preto,Capotamento,Madrugada,33,21,2,42.8,Muito ruim,64,Cr?tico
2020,5,2020-05-01,Sudeste,RJ,Rio de Janeiro,Colis?o,Noite,37,18,2,14.8,Moderada,56,Cr?tico
2020,5,2020-05-01,Sudeste,RJ,Niter?i,Capotamento,Noite,22,10,1,0.0,Muito ruim,43,Cr?tico
2020,5,2020-05-01,Sudeste,RJ,Nova Igua?u,Sa?da de pista,Madrugada,31,20,0,13.2,Moderada,50,Grave
2020,5,2020-05-01,Sudeste,RJ,Petr?polis,Capotamento,Noite,31,19,1,32.6,Ruim,53,Cr?tico
2020,5,2020-05-01,Sudeste,MG,Belo Horizonte,Colis?o,Noite,38,29,2,55.2,Moderada,60,Cr?tico
2020,5,2020-05-01,Sudeste,MG,Uberl?ndia,Atropelamento,Tarde,23,22,2,27.1,Moderada,49,Cr?tico
2020,5,2020-05-01,Sudeste,MG,Juiz de Fora,Sa?da de pista,Tarde,21,16,0,47.5,Moderada,38,Moderado
2020,5,2020-05-01,Sudeste,ES,Vit?ria,Atropelamento,Tarde,19,12,0,7.7,Boa,39,Moderado
2020,5,2020-05-01,Sudeste,ES,Vila Velha,Sa?da de pista,Madrugada,24,16,1,22.9,Muito ruim,41,Cr?tico
2020,5,2020-05-01,Sudeste,ES,Serra,Colis?o,Madrugada,33,26,0,58.3,Moderada,56,Grave
2020,5,2020-05-01,Sul,PR,Curitiba,Atropelamento,Noite,21,14,0,25.0,Boa,45,Moderado
2020,5,2020-05-01,Sul,PR,Londrina,Sa?da de pista,Noite,16,7,1,40.5,Moderada,34,Grave
2020,5,2020-05-01,Sul,SC,Florian?polis,Colis?o,Noite,28,12,1,46.9,Boa,47,Cr?tico
2020,5,2020-05-01,Sul,SC,Joinville,Atropelamento,Noite,26,14,1,71.5,Moderada,40,Cr?tico
2020,5,2020-05-01,Sul,RS,Porto Alegre,Colis?o,Manh?,26,19,1,36.5,Muito ruim,39,Cr?tico
2020,5,2020-05-01,Sul,RS,Caxias do Sul,Colis?o,Noite,30,26,0,36.8,Muito ruim,49,Cr?tico
2020,6,2020-06-01,Norte,AM,Manaus,Colis?o,Manh?,19,9,0,14.7,Moderada,32,Leve
2020,6,2020-06-01,Norte,PA,Bel?m,Colis?o,Noite,32,20,1,65.5,Moderada,45,Cr?tico
2020,6,2020-06-01,Norte,PA,Santar?m,Colis?o,Tarde,25,15,1,47.4,Moderada,51,Cr?tico
2020,6,2020-06-01,Norte,RO,Porto Velho,Atropelamento,Manh?,14,13,1,28.2,Moderada,20,Grave
2020,6,2020-06-01,Norte,TO,Palmas,Sa?da de pista,Tarde,12,10,0,28.9,Boa,26,Leve
2020,6,2020-06-01,Nordeste,BA,Salvador,Capotamento,Tarde,19,10,1,18.8,Ruim,28,Grave
2020,6,2020-06-01,Nordeste,BA,Feira de Santana,Colis?o,Noite,24,15,2,11.1,Moderada,34,Cr?tico
2020,6,2020-06-01,Nordeste,PE,Recife,Colis?o,Manh?,16,14,0,0,Moderada,27,Moderado
2020,6,2020-06-01,Nordeste,PE,Jaboat?o dos Guararapes,Atropelamento,Noite,18,16,0,63.0,Muito ruim,30,Moderado
2020,6,2020-06-01,Nordeste,CE,Fortaleza,Colis?o,Tarde,23,12,0,50.5,Ruim,35,Moderado
2020,6,2020-06-01,Nordeste,CE,Juazeiro do Norte,Colis?o,Tarde,18,10,0,0,Moderada,35,Leve
2020,6,2020-06-01,Nordeste,MA,S?o Lu?s,Capotamento,Madrugada,19,11,0,8.3,Ruim,30,Leve
2020,6,2020-06-01,Nordeste,PB,Jo?o Pessoa,Capotamento,Tarde,12,7,0,34.7,Moderada,25,Leve
2020,6,2020-06-01,Centro-Oeste,DF,Bras?lia,Atropelamento,Noite,13,8,1,51.4,Boa,20,Grave
2020,6,2020-06-01,Centro-Oeste,GO,Goi?nia,Capotamento,Noite,16,13,1,45.0,Boa,32,Grave
2020,6,2020-06-01,Centro-Oeste,GO,Aparecida de Goi?nia,Sa?da de pista,Noite,27,23,1,28.4,Boa,48,Cr?tico
2020,6,2020-06-01,Centro-Oeste,MT,Cuiab?,Colis?o,Tarde,20,13,0,18.8,Ruim,30,Moderado
2020,6,2020-06-01,Centro-Oeste,MS,Campo Grande,Capotamento,Manh?,14,8,0,33.9,Boa,24,Leve
2020,6,2020-06-01,Sudeste,SP,S?o Paulo,Sa?da de pista,Madrugada,41,18,0,52.5,Ruim,62,Grave
2020,6,2020-06-01,Sudeste,SP,Campinas,Capotamento,Manh?,28,16,0,0.0,Ruim,56,Moderado
2020,6,2020-06-01,Sudeste,SP,Ribeir?o Preto,Atropelamento,Tarde,32,20,0,34.4,Boa,62,Grave
2020,6,2020-06-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Noite,32,27,2,26.3,Ruim,61,Cr?tico
2020,6,2020-06-01,Sudeste,RJ,Niter?i,Colis?o,Tarde,29,15,1,17.6,Boa,45,Cr?tico
2020,6,2020-06-01,Sudeste,RJ,Nova Igua?u,Atropelamento,Manh?,32,18,2,0.0,Boa,51,Cr?tico
2020,6,2020-06-01,Sudeste,RJ,Petr?polis,Colis?o,Noite,40,26,1,29.6,Moderada,63,Cr?tico
2020,6,2020-06-01,Sudeste,MG,Belo Horizonte,Colis?o,Manh?,36,22,1,59.5,Ruim,49,Cr?tico
2020,6,2020-06-01,Sudeste,MG,Uberl?ndia,Capotamento,Manh?,27,20,0,51.5,Boa,55,Moderado
2020,6,2020-06-01,Sudeste,MG,Juiz de Fora,Colis?o,Tarde,31,18,1,27.3,Muito ruim,63,Cr?tico
2020,6,2020-06-01,Sudeste,ES,Vit?ria,Colis?o,Manh?,18,8,0,32.9,Boa,34,Leve
2020,6,2020-06-01,Sudeste,ES,Vila Velha,Atropelamento,Tarde,26,20,1,30.8,Muito ruim,48,Cr?tico
2020,6,2020-06-01,Sudeste,ES,Serra,Capotamento,Madrugada,27,12,2,49.3,Ruim,42,Cr?tico
